Name,Affiliation,Google Scholar Profile,ORCID Profile,Research Gate Profile,Research Interests/Focus,Taxonomy Tags
Cecilia Mengo,Ohio State University,https://scholar.google.com/citations?hl=en&user=quMbL8wAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Cecilia-Mengo,"Intimate partner violence
College sexual assault
Teen dating violence
Gender based violence in developing countries
IPV and HIV AIDs- The Nexus
Violence prevention
Victim services
Women empowerment issues","Domestic violence, Sexual Violence, Children and adolescents, Gender based violence, HIV or AIDS, Violence"
Jacquelyn Meshelemiah,Ohio State University,https://csw.osu.edu/about/faculty-staff/faculty-directory/meshelemiah-jacquelyn-ph-d/,https://orcid.org/0000-0001-9840-9258,https://www.researchgate.net/profile/Jacquelyn-Meshelemiah,"Human trafficking
Social justice
Human rights","Human trafficking, Human rights, Social justice"
Njeri Kagotho,Ohio State University,https://scholar.google.com/citations?hl=en&user=4qqbqM0AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-1735-971X,https://www.researchgate.net/profile/Njeri-Kagotho-2,"Institutions and asset building
Social and economic development in sub-Saharan Africa (SSA)
Household economic security—wealth creation, preservation, and leveraging in low-income households","Systems, Social development, Economic issues, Poverty"
Sehun Oh,Ohio State University,https://scholar.google.com/citations?hl=en&user=_ZKYafQAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-8889-2298,https://www.researchgate.net/profile/Sehun-Oh-4,"Children, youth, and families
Social and economic inequality
Behavioral epidemiology (esp. substance use and misuse)
Antipoverty policies","Children and adolescents, Families and Family Dynamics, Economic issues, Disparities, Substance use, Poverty, Policy"
Camille Quinn,Ohio State University,https://scholar.google.com/citations?hl=en&user=1TbdBoYAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-0876-1851,https://www.researchgate.net/profile/Camille-Quinn-2,"Adolescents and emerging adults
Girls involved with the juvenile justice system
Individual and structural interventions to reduce mental health disparities (trauma, substance use, depression and suicidal thoughts and behavior) for juveniles involved with or at risk of involvement with the justice system
Social determinants of health and race based theories (e.g., intersectionality, critical race theory)
Mixed methods research
Community-based participatory research","Children and adolescents, Juvenile justice, Disparities, Mental and behavioral health, Trauma, Substance use, Self harm and suicide, Social determinants, Health, Intersectionality, Critical Race Theory, Criminal justice, Research methods, Community based"
Sharvari Karandikar,Ohio State University,https://scholar.google.com/citations?hl=en&user=jImeM2UAAAAJ,https://orcid.org/0000-0002-4010-618X,https://www.researchgate.net/profile/Sharvari-Karandikar-4,"Global sex work research
Maternal and reproductive health research
Sex trafficking research
Global social work research
Gender-based violence
Commercial sex work and HIV/AIDS
Surrogacy and medical tourism
Qualitative methodology","Global perspectives, Sex Work, Sexual or Reproductive Health, Human trafficking, Gender based violence, HIV or AIDS, Research methods"
Rebecca Kim,Ohio State University,https://scholar.google.com/citations?user=BakDztcAAAAJ&hl=en&inst=1297495080519272923&oi=sra,,https://www.researchgate.net/profile/Rebecca-Kim-5,"Child poverty
Effectiveness of anti-poverty programs in the US
Policy analysis of alternative policy measures
Program evaulation
Child outcomes of children from immigrant families","Children and adolescents, Poverty, Policy, Immigration"
Smitha Rao,Ohio State University,https://scholar.google.com/citations?hl=en&user=MAvDIFkAAAAJ,https://orcid.org/0000-0002-6788-001X,https://www.researchgate.net/profile/Smitha-Rao,"Contextual vulnerability
Natural disasters
Climate and environmental justice
Environment-Development-Social policy
Energy poverty","Environmental issues, Policy"
Joyce Lee,Ohio State University,https://scholar.google.com/citations?hl=en&user=KvV3kAIAAAAJ,https://orcid.org/0000-0003-2805-9277,https://www.researchgate.net/profile/Joyce-Lee-10,"Child maltreatment prevention
Foster children's health and well-being
Child welfare systems
Fathers and father involvement
Co-parenting relationships","Domestic violence, Children and adolescents, Adverse childhood experiences (ACEs), Child welfare, Families and Family Dynamics,  Wellbeing, Systems"
Mo Yee Lee,Ohio State University,https://scholar.google.com/citations?hl=en&user=ojB14LIAAAAJ,https://orcid.org/0000-0002-0071-0307,https://www.researchgate.net/profile/Mo-Yee-Lee,"Child mental health
Intervention research
Integrative Family and Systems Treatment (I-FAST)
Solution-focused brief treatment
Integrative body-mind-spirit social work practice","Children and adolescents, Mental and behavioral health, Families and Family Dynamics"
Susan Yoon,Ohio State University,https://scholar.google.com/citations?hl=en&user=hVHmdVwAAAAJ,https://orcid.org/0000-0003-2318-2823,https://www.researchgate.net/profile/Susan-Yoon-2,"Child maltreatment
Resilience
Childhood trauma and psychopathology
Adolescent substance use
Fathers and fathering","Children and adolescents, Adverse childhood experiences (ACEs), Resilience, Trauma, Substance use"
Arati Maleku,Ohio State University,https://scholar.google.com/citations?hl=en&user=jjI9FdYAAAAJ,https://orcid.org/0000-0001-9233-9690,https://www.researchgate.net/profile/Arati-Maleku,"Human migration and social demography
Immigrant well-being and inclusion
Community resilience
Transformative research practice
Mixed methods research","Immigration, Wellbeing, Community based, Resilience, Research methods"
Evaon Wong Kim,University of California--Los Angeles,,,https://www.researchgate.net/profile/Evaon-Wong-Kim,cancer survivorship and quality of life issues confronting Chinese immigrant breast cancer patients,"Health, Asian Americans and Pacific Islander (AAPI), Immigration"
Ga-Young. Choi,University of California--Los Angeles,https://scholar.google.com/citations?user=QuK2frMAAAAJ&inst=9897619243961157265,,https://www.researchgate.net/scientific-contributions/Ga-Young-Choi-2149361296,domestic violence/ intimate partner violence (IPV); secondary traumatic stress of helping professionals working with the survivors of IPV often in organizational contexts; and the wellbeing of ethnic minorities and immigrants focusing on Asian Americans and Pacific Islanders,"Domestic violence, Trauma, Stress and coping, Wellbeing, Race and ethnicity, Immigration, Asian Americans and Pacific Islander (AAPI)"
Maria Y. Hernandez,University of California--Los Angeles,,,,"mental health disparities and culturally competent treatment for underserved groups. Her current research interests include consumer health informatics, use of social media to evaluate and disseminate mental health literacy, evaluations of technological tools to enhance patient and provider communication, and analysis of health policies impacting individuals living with serious mental illness","Disparities, Mental and behavioral health, Cultural competence, Health, Technology, Health literacy, Policy"
Anh-Luu Huynh-Hohnbaum,University of California--Los Angeles,,https://orcid.org/0000-0003-3227-3372,https://www.researchgate.net/profile/Anh-Luu-Huynh-Hohnbaum,"juvenile delinquency, parental incarceration, multiracial families and cross-cultural competency","Juvenile justice, Incarceration, Families and Family Dynamics, Cultural competence, Race and ethnicity"
Siyon Rhee,University of California--Los Angeles,,https://orcid.org/0000-0001-8197-3266,https://www.researchgate.net/profile/Siyon-Rhee,"how systems-ecological factors including race/ethnicity, immigration, intergenerational disparities and multi-cultural practices influence health, mental health and families in the Asian American community","Systems, Environmental issues, Immigration, Race and ethnicity, Culture, Health, Mental and behavioral health, Families and Family Dynamics, Asian Americans and Pacific Islander (AAPI)"
Marah Curtis,University of Wisconsin--Madison,https://scholar.google.com/citations?user=dwCzHKYAAAAJ&hl=en&inst=9897619243961157265&oi=ao,https://orcid.org/0000-0001-8390-8142,https://www.researchgate.net/profile/Marah-Curtis,"how policies designed to improve the quality and stability of housing, or, that regularize income are effective in doing so as well as meeting broader goals such as decreasing economic hardship","Policy, Homelessness, Economic issues"
John Eason,University of Wisconsin--Madison,https://scholar.google.com/citations?user=_pMMmjMAAAAJ&hl=en&inst=9897619243961157265&oi=ao,https://orcid.org/0000-0002-2241-121X,https://www.researchgate.net/profile/John-Eason-4,"Communities and Urban Sociology, Economic Sociology, Qualitative Methods, Race and Ethnic Studies, Rural Sociology","Urban issues, Economic issues, Research methods, Race and ethnicity, Rural issues"
Jooyoung Kong,University of Wisconsin--Madison,https://scholar.google.com/citations?user=Q5kJRbsAAAAJ&hl=en&inst=9897619243961157265&oi=ao,https://orcid.org/0000-0001-5876-3551,https://www.researchgate.net/profile/Jooyoung-Kong-3,"whether and how adults with a history of childhood maltreatment continue to be distressed, or victimized, in relationships with the parent(s) who abused and/or neglected them or in the process of providing care to their abusive parent(s). Using a daily diary framework, she also investigates how childhood maltreatment negatively affects daily interactions and experiences in adulthood, which can lead to long-term, cumulative health risks. Her work involves quantitative analyses of large-scale longitudinal surveys","Adverse childhood experiences (ACEs), Families and Family Dynamics, Health"
Tawandra L. Rowell-Cunsolo,University of Wisconsin--Madison,,https://orcid.org/0000-0003-3715-8998,https://www.researchgate.net/profile/Tawandra-Rowell-Cunsolo,"ways in which incarceration affects the health of vulnerable communities, especially in the areas of HIV risk behaviors and substance us","Incarceration, Health, Vulnerable populations, HIV or AIDS, Substance use"
